name,model,optim,logl,k,AIC,AICc,BIC,rf_q1,wrf_q1,treelength
PF00102,poisson,inferredtree,-54036.2426,219,108510.4852,108927.6281,109410.8966,72,45.57048700479999,61.49478593460001
PF00102,q1,inferredtree,-48572.3852,240,97624.7704,98175.6275,98611.5225,0,0.0,98.75069515320003
PF00102,q2,inferredtree,-49201.3230,239,98880.6460,99424.3427,99863.2867,66,41.6931369289,130.45007966209997
PF00102,q3,inferredtree,-50455.8497,239,101389.6994,101933.3961,102372.3401,72,29.542974315699997,78.1613050651
PF00102,q4,inferredtree,-51124.7050,219,102687.4100,103104.5529,103587.8214,78,33.80451740140002,73.36156120999999
PF00102,q5,inferredtree,-55359.8440,220,111159.6880,111582.4706,112064.2108,90,60.66182745779997,145.38346431539998
PF00102,poisson,optimizedtruetree,-54125.4764,219,108688.9529,109106.0958,109589.3642,0,37.626734627700024,62.00883995499997
PF00102,q1,optimizedtruetree,-48572.3852,240,97624.7703,98175.6275,98611.5225,0,0.0,98.75084207890005
PF00102,q2,optimizedtruetree,-49231.2553,239,98940.5106,99484.2072,99923.1513,0,32.01980947619999,130.06457440230002
PF00102,q3,optimizedtruetree,-50512.4154,239,101502.8309,102046.5276,102485.4716,0,21.76648376560001,78.43107761169999
PF00102,q4,optimizedtruetree,-51191.5660,219,102821.1320,103238.2748,103721.5433,0,26.425014382299995,73.44834979639998
PF00102,q5,optimizedtruetree,-55543.2581,220,111526.5162,111949.2988,112431.0390,0,51.1156643352,147.4996725655
PF00104,poisson,inferredtree,-67129.6358,347,134953.2715,376465.2715,136277.8091,100,55.2702711978,97.74827265650002
PF00104,q1,inferredtree,-60913.2064,367,122560.4127,392672.4127,123961.2925,0,0.0,139.17620617390006
PF00104,q2,inferredtree,-61630.2383,368,123996.4765,395580.4765,125401.1734,76,19.83852605970001,140.75688659239998
PF00104,q3,inferredtree,-62288.5445,367,125311.0891,395423.0891,126711.9689,82,25.814883078200005,148.03634264410013
PF00104,q4,inferredtree,-63464.4719,367,127662.9438,397774.9438,129063.8236,98,29.661833458600015,147.82097557330002
PF00104,q5,inferredtree,-66743.7518,348,134183.5035,377087.5035,135511.8582,110,117.93445514680003,239.71516148869995
PF00104,poisson,optimizedtruetree,-67220.7943,347,135135.5885,376647.5885,136460.1261,0,43.39996349090001,98.45178298319999
PF00104,q1,optimizedtruetree,-60913.2111,367,122560.4223,392672.4223,123961.3021,0,0.0,139.37910016310008
PF00104,q2,optimizedtruetree,-61664.7689,368,124065.5378,395649.5378,125470.2347,0,8.433458092999993,142.08066963130008
PF00104,q3,optimizedtruetree,-62334.8716,367,125403.7432,395515.7432,126804.6230,0,14.879260233799995,149.8989886311001
PF00104,q4,optimizedtruetree,-63539.2261,367,127812.4523,397924.4523,129213.3321,0,15.360536253000005,149.05684100869993
PF00104,q5,optimizedtruetree,-66848.2992,348,134392.5984,377296.5984,135720.9530,0,104.2367762443,241.86929204979995
PF00106,poisson,inferredtree,-71693.7389,519,144425.4779,684185.4779,146182.0308,298,37.227801230600015,101.36238512269998
PF00106,q1,inferredtree,-63168.6960,539,127415.3921,709535.3921,129239.6349,0,0.0,105.01860860609992
PF00106,q2,inferredtree,-64769.1248,539,130616.2497,712736.2497,132440.4925,266,73.73358783420008,162.5492674029
PF00106,q3,inferredtree,-66239.5543,519,133517.1087,673277.1087,135273.6616,252,37.24864836259998,126.04014483349987
PF00106,q4,inferredtree,-68696.3182,539,138470.6364,720590.6364,140294.8793,278,63.8698663591,153.37730418900009
PF00106,q5,inferredtree,-76445.0611,520,153930.1222,695770.1222,155690.0596,306,132.19671842459988,220.16287438309988
PF00106,poisson,optimizedtruetree,-72107.9232,519,145253.8463,685013.8463,147010.3993,0,17.238350944699974,104.4854094011001
PF00106,q1,optimizedtruetree,-63168.6961,539,127415.3922,709535.3922,129239.6350,0,0.0,105.01683812680001
PF00106,q2,optimizedtruetree,-64857.0756,539,130792.1511,712912.1511,132616.3939,0,61.32167176940001,165.88141611119994
PF00106,q3,optimizedtruetree,-66380.8410,519,133799.6820,673559.6820,135556.2349,0,23.497143470200015,128.00341622800002
PF00106,q4,optimizedtruetree,-68860.3085,539,138798.6169,720918.6169,140622.8598,0,50.48614054859992,155.08102978319994
PF00106,q5,optimizedtruetree,-76891.0627,520,154822.1255,696662.1255,156582.0629,0,120.01435749940009,224.04322137559976
PF00107,poisson,inferredtree,-36375.1178,211,73172.2357,95538.2357,73884.4194,118,32.75954400109997,75.71589394589998
PF00107,q1,inferredtree,-33293.1490,212,67010.2979,97114.2979,67725.8570,0,0.0,92.31174963460005
PF00107,q2,inferredtree,-33833.2439,231,68128.4878,175312.4878,68908.1771,80,29.660634668399997,110.59391107640002
PF00107,q3,inferredtree,-34308.5539,232,69081.1079,177193.1079,69864.1724,98,65.3150079144,146.4525209082
PF00107,q4,inferredtree,-35238.5796,232,70941.1591,179053.1591,71724.2237,110,72.39449458630007,150.76028607229998
PF00107,q5,inferredtree,-37362.4603,212,75148.9207,105252.9207,75864.4797,126,159.85596289980018,237.53887811440006
PF00107,poisson,optimizedtruetree,-36489.8712,211,73401.7423,95767.7423,74113.9261,0,18.0625787752,77.18965552890006
PF00107,q1,optimizedtruetree,-33293.1491,212,67010.2982,97114.2982,67725.8572,0,0.0,92.2932787525
PF00107,q2,optimizedtruetree,-33864.0429,231,68190.0857,175374.0857,68969.7750,0,22.596499469699992,113.09457597980003
PF00107,q3,optimizedtruetree,-34365.9728,232,69195.9456,177307.9456,69979.0101,0,54.67430210139998,144.5269614915
PF00107,q4,optimizedtruetree,-35308.9934,232,71081.9868,179193.9868,71865.0514,0,59.857027846900024,149.85591231340004
PF00107,q5,optimizedtruetree,-37496.4573,212,75416.9145,105520.9145,76132.4735,0,153.57944392510012,243.00564674580005
PF00109,poisson,inferredtree,-68214.1791,333,137094.3583,154205.4352,138376.1834,154,44.05711372940001,64.710067138
PF00109,q1,inferredtree,-60451.9133,353,121609.8266,371533.8266,122968.6382,0,0.0,97.9704897496
PF00109,q2,inferredtree,-61568.1560,353,123842.3121,373766.3121,125201.1237,126,17.444805136600007,98.38875325179998
PF00109,q3,inferredtree,-62757.5734,354,126223.1467,377563.1467,127585.8077,116,23.027091498400004,107.02815400920004
PF00109,q4,inferredtree,-64720.9331,353,130147.8662,380071.8662,131506.6778,130,22.983868303400005,90.73479871419995
PF00109,q5,inferredtree,-69729.2971,334,140126.5942,158774.9275,141412.2687,140,63.117347043600056,147.6481591192001
PF00109,poisson,optimizedtruetree,-68386.4308,333,137438.8616,154549.9385,138720.6867,0,33.276762592800004,65.4153075277
PF00109,q1,optimizedtruetree,-60451.9134,353,121609.8269,371533.8269,122968.6385,0,0.0,97.96750445489998
PF00109,q2,optimizedtruetree,-61600.3664,353,123906.7329,373830.7329,125265.5445,0,5.368695273300002,95.95890860519997
PF00109,q3,optimizedtruetree,-62836.4997,354,126380.9994,377720.9994,127743.6604,0,12.190915131600013,107.87215966710006
PF00109,q4,optimizedtruetree,-64839.5374,353,130385.0748,380309.0748,131743.8864,0,10.663882422999993,91.02293747630002
PF00109,q5,optimizedtruetree,-69953.4118,334,140574.8235,159223.1569,141860.4980,0,53.75779279379999,150.19305646850003
PF00111,poisson,inferredtree,-26824.5084,373,54395.0168,333399.0168,55443.9616,164,37.92870038699998,90.63775188269992
PF00111,q1,inferredtree,-24315.0173,375,49380.0345,331380.0345,50434.6037,0,0.0,81.00059269290003
PF00111,q2,inferredtree,-24693.7840,393,50173.5680,359857.5680,51278.7564,194,47.93442881679999,102.56833503990005
PF00111,q3,inferredtree,-25167.6534,373,51081.3068,330085.3068,52130.2516,124,42.37789155539996,108.17567606030002
PF00111,q4,inferredtree,-26043.5577,375,52837.1155,334837.1155,53891.6846,138,99.98276190679998,169.24418171149992
PF00111,q5,inferredtree,-28443.4726,373,57632.9452,336636.9452,58681.8900,186,114.30195483230013,175.95012215180003
PF00111,poisson,optimizedtruetree,-26900.6325,373,54547.2650,333551.2650,55596.2097,0,19.4409977217,93.06809757210002
PF00111,q1,optimizedtruetree,-24315.0175,375,49380.0350,331380.0350,50434.6041,0,0.0,80.95616084099998
PF00111,q2,optimizedtruetree,-24697.9317,393,50181.8634,359865.8634,51287.0518,0,22.057175673400007,102.37761197680001
PF00111,q3,optimizedtruetree,-25195.8210,373,51137.6420,330141.6420,52186.5868,0,28.115652514399972,108.64655178139998
PF00111,q4,optimizedtruetree,-26108.2674,375,52966.5348,334966.5348,54021.1039,0,89.89831367210003,169.9321986325
PF00111,q5,optimizedtruetree,-28607.3732,373,57960.7464,336964.7464,59009.6912,0,98.02504900830002,177.9355908145
PF00112,poisson,inferredtree,-54566.8212,305,109743.6425,112803.6425,110934.7778,112,21.553887344900012,53.90487974020002
PF00112,q1,inferredtree,-47809.8021,306,96231.6041,99363.0041,97426.6449,0,0.0,65.07357416170002
PF00112,q2,inferredtree,-48686.5518,326,98025.1037,103355.2037,99298.2517,78,22.16781439410002,80.31184246959998
PF00112,q3,inferredtree,-50491.4754,325,101632.9508,106801.2435,102902.1934,76,42.699642743499965,102.07270986179994
PF00112,q4,inferredtree,-51407.9232,305,103425.8465,106485.8465,104616.9818,100,21.98373024169999,76.297606473
PF00112,q5,inferredtree,-56670.5591,305,113951.1183,117011.1183,115142.2536,128,49.00906635349999,103.71657551320011
PF00112,poisson,optimizedtruetree,-54695.6522,305,110001.3043,113061.3043,111192.4397,0,13.56571412069999,54.51242916019999
PF00112,q1,optimizedtruetree,-47809.8020,306,96231.6040,99363.0040,97426.6447,0,0.0,65.05981252569997
PF00112,q2,optimizedtruetree,-48705.5001,326,98063.0002,103393.1002,99336.1481,0,14.844069770999997,79.82073738309997
PF00112,q3,optimizedtruetree,-50535.1227,325,101720.2454,106888.5380,102989.4880,0,38.02945610720001,102.86973277470008
PF00112,q4,optimizedtruetree,-51507.3821,305,103624.7642,106684.7642,104815.8996,0,12.77299195929999,77.05021641499994
PF00112,q5,optimizedtruetree,-56869.6436,305,114349.2873,117409.2873,115540.4226,0,40.257504151200024,104.78593807109999
PF00117,poisson,inferredtree,-47238.9367,259,94995.8734,99204.6234,95948.1527,104,32.6570883302,58.699442144100026
PF00117,q1,inferredtree,-42064.9689,261,84651.9378,89210.7378,85611.5706,0,0.0,81.55712228290002
PF00117,q2,inferredtree,-43050.0742,261,86622.1483,91180.9483,87581.7811,88,21.123520716099996,67.1103299436
PF00117,q3,inferredtree,-43720.9981,280,88001.9962,102307.4508,89031.4873,116,58.43447379920007,127.31560773829997
PF00117,q4,inferredtree,-45077.3354,261,90676.6709,95235.4709,91636.3036,90,35.69393000419999,108.08769809950007
PF00117,q5,inferredtree,-48999.9426,259,98517.8853,102726.6353,99470.1645,128,63.39291082469999,132.13146953579997
PF00117,poisson,optimizedtruetree,-47365.4109,259,95248.8218,99457.5718,96201.1010,0,23.992486372999977,59.4128536316
PF00117,q1,optimizedtruetree,-42064.9690,261,84651.9381,89210.7381,85611.5708,0,0.0,81.56277773480005
PF00117,q2,optimizedtruetree,-43080.8783,261,86683.7566,91242.5566,87643.3894,0,12.702284384999997,69.035937654
PF00117,q3,optimizedtruetree,-43788.0824,280,88136.1649,102441.6194,89165.6559,0,47.381209701100055,128.15252169670006
PF00117,q4,optimizedtruetree,-45120.4062,261,90762.8123,95321.6123,91722.4451,0,23.618446024800015,104.45647629020003
PF00117,q5,optimizedtruetree,-49191.0143,259,98900.0285,103108.7785,99852.3078,0,51.957079953300024,133.25311503429995
PF00120,poisson,inferredtree,-43401.6312,203,87209.2623,87818.2623,87986.5383,58,23.429100278700002,37.5833928829
PF00120,q1,inferredtree,-38587.6396,205,77585.2792,78215.5777,78370.2131,0,0.0,55.78615626999998
PF00120,q2,inferredtree,-39492.2248,205,79394.4496,80024.7481,80179.3835,16,7.527005875400002,50.496112827800005
PF00120,q3,inferredtree,-40404.3725,204,81216.7449,81836.3005,81997.8498,52,16.019484315299998,46.199168320099986
PF00120,q4,inferredtree,-41342.7207,222,83129.4415,83975.6979,83979.4674,40,11.277432472799996,51.5986467574
PF00120,q5,inferredtree,-44599.2175,203,89604.4350,90213.4350,90381.7110,58,30.949044449699997,80.50589582730001
PF00120,poisson,optimizedtruetree,-43461.6885,203,87329.3769,87938.3769,88106.6529,0,18.190123020500003,37.960480953799994
PF00120,q1,optimizedtruetree,-38587.6382,205,77585.2764,78215.5749,78370.2103,0,0.0,55.61359597629999
PF00120,q2,optimizedtruetree,-39503.2890,205,79416.5779,80046.8764,80201.5118,0,5.703161180799999,50.5079270705
PF00120,q3,optimizedtruetree,-40430.3505,204,81268.7009,81888.2565,82049.8058,0,10.298045398100005,46.5247573012
PF00120,q4,optimizedtruetree,-41376.6134,222,83197.2267,84043.4832,84047.2527,0,6.766934950899999,51.8458239816
PF00120,q5,optimizedtruetree,-44665.7451,203,89737.4902,90346.4902,90514.7662,0,25.7382374779,81.04761863739998
PF00122,poisson,inferredtree,-41092.0181,201,82586.0362,83187.5473,83353.8729,76,32.856332172800016,41.3435187119
PF00122,q1,inferredtree,-35354.0645,203,71114.1291,71736.8659,71889.6059,0,0.0,69.00949786730001
PF00122,q2,inferredtree,-36070.2351,222,72584.4703,73452.9966,73432.5287,26,43.496495317099985,109.86044152080005
PF00122,q3,inferredtree,-36942.6016,221,74327.2032,75180.4554,75171.4415,58,21.228559943900013,52.89295618560001
PF00122,q4,inferredtree,-38008.3843,202,76420.7685,77032.7984,77192.4253,64,21.685180121899993,52.67665439219997
PF00122,q5,inferredtree,-41700.0724,201,83802.1447,84403.6559,84569.9814,76,17.361225063599992,73.90518671589999
PF00122,poisson,optimizedtruetree,-41184.8069,201,82771.6137,83373.1248,83539.4504,0,27.66408086740001,41.67947086910004
PF00122,q1,optimizedtruetree,-35354.0647,203,71114.1293,71736.8662,71889.6062,0,0.0,69.0271581835
PF00122,q2,optimizedtruetree,-36079.8520,222,72603.7041,73472.2304,73451.7625,0,41.08206042399998,109.94102424789999
PF00122,q3,optimizedtruetree,-36990.9262,221,74423.8523,75277.1045,75268.0906,0,16.0833986696,53.20762059270001
PF00122,q4,optimizedtruetree,-38066.1744,202,76536.3488,77148.3787,77308.0056,0,16.1907482288,53.18858273350003
PF00122,q5,optimizedtruetree,-41830.6388,201,84063.2777,84664.7888,84831.1143,0,10.338012911400003,74.90761750230003
PF00135,poisson,inferredtree,-132200.5952,233,264867.1904,265033.6698,265983.2831,60,27.25474931620003,67.13830321680005
PF00135,q1,inferredtree,-121123.6187,235,242717.2373,242887.0995,243842.9102,0,0.0,87.423837693
PF00135,q2,inferredtree,-123082.4575,235,246634.9150,246804.7771,247760.5878,20,29.516481499600008,114.75682698559999
PF00135,q3,inferredtree,-125887.9094,252,252279.8188,252480.3094,253486.9233,38,12.911270504500001,83.82578898949997
PF00135,q4,inferredtree,-128139.5907,235,256749.1813,256919.0435,257874.8542,38,72.7018379121,156.29999003709995
PF00135,q5,inferredtree,-137615.7887,233,275697.5774,275864.0567,276813.6700,76,99.67542943339996,178.72875285239996
PF00135,poisson,optimizedtruetree,-132250.0258,233,264966.0516,265132.5310,266082.1443,0,21.6030612616,67.52573054230001
PF00135,q1,optimizedtruetree,-121123.6207,235,242717.2414,242887.1036,243842.9142,0,0.0,87.58115247789998
PF00135,q2,optimizedtruetree,-123090.1120,235,246650.2240,246820.0862,247775.8969,0,28.137148316800012,115.63386551150003
PF00135,q3,optimizedtruetree,-125923.6304,252,252351.2608,252551.7513,253558.3653,0,8.564290004399993,84.30352821350002
PF00135,q4,optimizedtruetree,-128195.5705,235,256861.1409,257031.0031,257986.8138,0,68.77428079630002,156.15407850179994
PF00135,q5,optimizedtruetree,-137775.0910,233,276016.1820,276182.6614,277132.2746,0,93.01327626129998,179.99194915260003
PF00141,poisson,inferredtree,-109599.1537,583,220364.3073,265760.5740,222926.7448,194,25.141833760200008,89.17424169399986
PF00141,q1,inferredtree,-96047.7093,603,193301.4186,921725.4186,195951.7614,0,0.0,94.58032011540004
PF00141,q2,inferredtree,-97485.1565,584,196138.3130,244944.0273,198705.1458,56,8.990141967100012,89.93060248670004
PF00141,q3,inferredtree,-100699.9025,584,202567.8051,251373.5194,205134.6379,110,16.62846830929999,99.11734483190003
PF00141,q4,inferredtree,-103308.5839,585,207787.1678,260527.1678,210358.3959,132,87.30863458929991,174.67491911069985
PF00141,q5,inferredtree,-113906.7138,583,228979.4276,274375.6943,231541.8651,158,71.55347583589999,157.72701617989983
PF00141,poisson,optimizedtruetree,-109766.4376,583,220698.8752,266095.1419,223261.3127,0,13.397789893599999,89.75383682739991
PF00141,q1,optimizedtruetree,-96047.7093,603,193301.4186,921725.4186,195951.7614,0,0.0,94.5720714504
PF00141,q2,optimizedtruetree,-97496.6779,584,196161.3557,244967.0700,198728.1885,0,5.418102309199997,91.99878359479999
PF00141,q3,optimizedtruetree,-100740.5155,584,202649.0310,251454.7453,205215.8638,0,9.050326466599996,98.93971840240003
PF00141,q4,optimizedtruetree,-103394.1170,585,207958.2340,260698.2340,210529.4620,0,80.94104269439995,175.3638795613999
PF00141,q5,optimizedtruetree,-114096.2285,583,229358.4570,274754.7237,231920.8945,0,64.7012232409,159.15583090149994
PF00149,poisson,inferredtree,-146402.4816,657,294118.9632,1158730.9632,296957.7080,314,118.34350427189987,220.4041405215
PF00149,q1,inferredtree,-135743.3673,677,272840.7346,1190852.7346,275765.8947,0,0.0,258.9287142909998
PF00149,q2,inferredtree,-138274.2928,677,277902.5855,1195914.5855,280827.7456,300,354.6479092688,553.0562787682
PF00149,q3,inferredtree,-140397.8799,676,282147.7599,1197451.7599,285068.5992,300,129.55339967689994,312.98305940989974
PF00149,q4,inferredtree,-143347.4847,677,288048.9695,1206060.9695,290974.1296,336,204.28855666549993,390.65056601329974
